Run_Timestamp,AsOfDate,Symbol,Expiry,DTE,Put_Volume,Call_Volume,Volume_PCR,Put_OI,Call_OI,OI_PCR,Total_OI,Impulse_Vol_over_OI,EventScore_OIshare_x_OI_PCR
2026-01-15 16:33:36,2026-01-15,QQQ,2026-02-13,29,9693,7062,1.372557,51136,33150,1.542564,84286,0.889789,0.01452285
2026-01-15 16:33:36,2026-01-15,QQQ,2026-02-20,36,82497,81729,1.009397,591693,337252,1.754454,928945,0.575334,0.18204776
2026-01-15 16:33:36,2026-01-15,QQQ,2026-02-27,43,9757,6641,1.469206,60420,27707,2.180676,88127,0.673739,0.02146612
2026-01-15 16:33:36,2026-01-15,QQQ,2026-03-20,64,53703,19973,2.68878,799001,462089,1.729106,1261090,1.555012,0.24356846
2026-01-15 16:33:36,2026-01-15,QQQ,2026-03-31,75,5150,5893,0.873918,93649,89555,1.045715,183204,0.835713,0.0213994
2026-01-15 16:33:36,2026-01-15,QQQ,2026-04-17,92,14168,11823,1.198342,145058,116534,1.24477,261592,0.962702,0.03637198
2026-01-15 16:33:36,2026-01-15,QQQ,2026-05-15,120,8913,7509,1.186976,58267,44294,1.31546,102561,0.902328,0.01507
2026-01-15 16:33:36,2026-01-15,QQQ,2026-06-18,154,9538,7657,1.245658,700735,261532,2.679347,962267,0.464911,0.28799032
2026-01-15 16:33:36,2026-01-15,QQQ,2026-06-30,166,1533,7741,0.198036,29870,60171,0.496419,90041,0.398929,0.00499278
2026-01-15 16:33:36,2026-01-15,QQQ,2026-09-18,246,2770,5033,0.550368,230075,125309,1.836061,355384,0.299755,0.07288503
2026-01-15 16:33:36,2026-01-15,QQQ,2026-09-30,258,1001,591,1.693739,19447,10631,1.829273,30078,0.925908,0.00614583
2026-01-15 16:33:36,2026-01-15,QQQ,2026-12-18,337,3781,3396,1.113369,339175,201075,1.686808,540250,0.660045,0.10179203
2026-01-15 16:33:36,2026-01-15,QQQ,2026-12-31,350,157,190,0.826316,2761,923,2.991333,3684,0.276237,0.00123094
2026-01-15 16:33:36,2026-01-15,QQQ,2027-01-15,365,1529,2615,0.584704,128773,116666,1.103775,245439,0.529731,0.0302606
2026-01-15 16:33:36,2026-01-15,QQQ,2027-06-17,518,2985,1221,2.444717,71804,45512,1.577694,117316,1.549551,0.02067442
2026-01-15 16:33:36,2026-01-15,QQQ,2027-09-17,610,1094,1038,1.05395,7137,6789,1.051259,13926,1.00256,0.00163527
2026-01-15 16:33:36,2026-01-15,QQQ,2027-12-17,701,2647,2677,0.988793,93337,53691,1.738411,147028,0.568791,0.02854998
2026-01-15 16:33:36,2026-01-15,QQQ,2028-01-21,736,1666,1101,1.51317,86862,23375,3.716021,110237,0.407202,0.04575714
2026-01-15 16:33:36,2026-01-15,QQQ,2028-06-16,883,300,307,0.977199,204,1380,0.147826,1584,6.610468,2.616e-05
2026-01-15 16:33:36,2026-01-15,SPY,2026-01-16,1,896097,836183,1.071652,2447460,1152490,2.123628,3599950,0.504633,0.46630291
2026-01-15 16:33:36,2026-01-15,SPY,2026-01-20,5,147787,149382,0.989323,69449,91160,0.761836,160609,1.298604,0.00746319
2026-01-15 16:33:36,2026-01-15,SPY,2026-01-21,6,43857,64809,0.676712,65355,65930,0.991279,131285,0.682666,0.00793787
2026-01-15 16:33:36,2026-01-15,SPY,2026-01-22,7,44970,36380,1.236119,35360,35519,0.995524,70879,1.241677,0.0043039
2026-01-15 16:33:36,2026-01-15,SPY,2026-01-23,8,137243,119430,1.14915,726025,209308,3.468692,935333,0.331292,0.19789062
2026-01-15 16:33:36,2026-01-15,SPY,2026-01-26,11,12078,10913,1.106753,7078,6282,1.126711,13360,0.982286,0.00091815
2026-01-15 16:33:36,2026-01-15,SPY,2026-01-30,15,192975,56876,3.392907,1074436,294554,3.647671,1368990,0.930157,0.30458545
2026-01-15 16:33:36,2026-01-15,SPY,2026-02-06,22,49326,21172,2.329775,514579,112044,4.592651,626623,0.507283,0.1755347
2026-01-15 16:33:36,2026-01-15,SPY,2026-02-13,29,48714,14112,3.451956,377803,43979,8.590532,421782,0.401833,0.2210046
2026-01-15 16:33:36,2026-01-15,SPY,2026-02-20,36,132915,54529,2.43751,1669897,302583,5.518806,1972480,0.441673,0.66397381
2026-01-15 16:33:36,2026-01-15,SPY,2026-02-27,43,19073,16232,1.175025,511280,113827,4.491729,625107,0.261597,0.17126204
2026-01-15 16:33:36,2026-01-15,SPY,2026-03-20,64,68986,24990,2.760544,1241104,518968,2.391485,1760072,1.154322,0.25673868
2026-01-15 16:33:36,2026-01-15,SPY,2026-03-31,75,12055,9615,1.25377,268621,141478,1.898677,410099,0.660339,0.04749337
2026-01-15 16:33:36,2026-01-15,SPY,2026-04-17,92,9924,5412,1.833703,84166,29675,2.836259,113841,0.646522,0.01969418
2026-01-15 16:33:36,2026-01-15,SPY,2026-04-30,105,2004,3347,0.598745,139840,90035,1.553174,229875,0.385498,0.02177735
2026-01-15 16:33:36,2026-01-15,SPY,2026-05-29,134,1888,1809,1.043671,41364,14292,2.894207,55656,0.360607,0.00982505
2026-01-15 16:33:36,2026-01-15,SPY,2026-06-18,154,40362,12284,3.285738,856076,362285,2.36299,1218361,1.3905,0.17560266
2026-01-15 16:33:36,2026-01-15,SPY,2026-06-30,166,10868,2524,4.305864,66581,49842,1.335841,116423,3.223336,0.00948608
2026-01-15 16:33:36,2026-01-15,SPY,2026-09-18,246,4793,5015,0.955733,244275,261603,0.933762,505878,1.02353,0.02881212
2026-01-15 16:33:36,2026-01-15,SPY,2026-09-30,258,1359,3611,0.37635,30506,38648,0.789329,69154,0.476797,0.00332942
2026-01-15 16:33:36,2026-01-15,SPY,2026-12-18,337,3354,4245,0.790106,437514,301443,1.451399,738957,0.544375,0.06541829
2026-01-15 16:33:36,2026-01-15,SPY,2026-12-31,350,4173,945,4.415873,11703,8235,1.421129,19938,3.107299,0.00172826
2026-01-15 16:33:36,2026-01-15,SPY,2027-01-15,365,5176,6059,0.854266,284861,305672,0.931917,590533,0.916676,0.03356716
2026-01-15 16:33:36,2026-01-15,SPY,2027-03-19,428,3102,5024,0.617436,42350,86841,0.487673,129191,1.266086,0.00384286
2026-01-15 16:33:36,2026-01-15,SPY,2027-06-17,518,3682,4089,0.900465,27228,26539,1.025962,53767,0.877679,0.00336465
2026-01-15 16:33:36,2026-01-15,SPY,2027-12-17,701,2803,1809,1.549475,195336,119772,1.630899,315108,0.950074,0.03134583
2026-01-15 16:33:36,2026-01-15,SPY,2028-01-21,736,3075,3481,0.883367,57604,42540,1.354114,100144,0.652358,0.00827129
2026-01-15 16:33:36,2026-01-15,SPY,2028-06-16,883,6262,4215,1.485647,7722,22814,0.338476,30536,4.389224,0.00063042
2026-01-15 16:33:36,2026-01-15,SPY,2028-12-15,1065,5093,5673,0.897761,4137,6757,0.612254,10894,1.466321,0.00040683
2026-01-15 16:33:36,2026-01-15,XLF,2026-01-16,1,9702,25976,0.373499,1021945,507846,2.012313,1529791,0.185607,0.6357287
2026-01-15 16:33:36,2026-01-15,XLF,2026-01-23,8,5583,6958,0.802386,19748,40600,0.486404,60348,1.649629,0.00606184
2026-01-15 16:33:36,2026-01-15,XLF,2026-01-30,15,1837,13752,0.133581,7772,8291,0.937402,16063,0.142501,0.00310954
2026-01-15 16:33:36,2026-01-15,XLF,2026-02-06,22,367,399,0.919799,3085,6475,0.476448,9560,1.930534,0.00094063
2026-01-15 16:33:36,2026-01-15,XLF,2026-02-13,29,104,354,0.293785,406,12713,0.031936,13119,9.19918,8.652e-05
2026-01-15 16:33:36,2026-01-15,XLF,2026-02-20,36,9121,17001,0.536498,200770,153750,1.305821,354520,0.410851,0.09560235
2026-01-15 16:33:36,2026-01-15,XLF,2026-02-27,43,18,199,0.090452,94,75,1.253333,169,0.072169,4.374e-05
2026-01-15 16:33:36,2026-01-15,XLF,2026-03-20,64,12530,7357,1.70314,345207,355129,0.972061,700336,1.752092,0.14058667
2026-01-15 16:33:36,2026-01-15,XLF,2026-03-31,75,716,217,3.299539,55704,12057,4.620055,67761,0.714177,0.06465039
2026-01-15 16:33:36,2026-01-15,XLF,2026-04-17,92,686,2401,0.285714,37300,40556,0.919716,77856,0.310655,0.01478734
2026-01-15 16:33:36,2026-01-15,XLF,2026-05-15,120,627,5876,0.106705,43242,26869,1.609364,70111,0.066303,0.02330154
2026-01-15 16:33:36,2026-01-15,XLF,2026-06-18,154,10362,8347,1.241404,459964,301282,1.526689,761246,0.813135,0.24000472
2026-01-15 16:33:36,2026-01-15,XLF,2026-06-30,166,178,1093,0.162855,3515,6963,0.504811,10478,0.322606,0.00109232
2026-01-15 16:33:36,2026-01-15,XLF,2026-07-17,183,1201,1960,0.612755,13071,9058,1.443034,22129,0.42463,0.00659451
2026-01-15 16:33:36,2026-01-15,XLF,2026-09-18,246,6204,488,12.713115,239035,37745,6.332892,276780,2.007474,0.36197699
2026-01-15 16:33:36,2026-01-15,XLF,2026-09-30,258,41,104,0.394231,820,2317,0.353906,3137,1.113943,0.00022927
2026-01-15 16:33:36,2026-01-15,XLF,2026-10-16,274,1241,150,8.273333,12173,865,14.072832,13038,0.587894,0.03789105
2026-01-15 16:33:36,2026-01-15,XLF,2026-12-18,337,11041,7010,1.575036,143478,83054,1.727527,226532,0.911729,0.08081623
2026-01-15 16:33:36,2026-01-15,XLF,2026-12-31,350,33,10,3.3,103,258,0.399225,361,8.266015,2.976e-05
2026-01-15 16:33:36,2026-01-15,XLF,2027-01-15,365,20875,717,29.114365,323723,149475,2.165733,473198,13.443192,0.21163719
2026-01-15 16:33:36,2026-01-15,XLF,2027-12-17,701,2228,17391,0.128112,76826,62854,1.222293,139680,0.104813,0.03525768
2026-01-15 16:33:36,2026-01-15,XLF,2028-01-21,736,411,258,1.593023,8642,4269,2.024362,12911,0.786926,0.00539749
2026-01-15 16:33:36,2026-01-15,XLF,2028-12-15,1065,1,26,0.038462,8,3214,0.002489,3222,15.452792,1.66e-06
